-6.63812   -7.37444  -5.01955
-6.48266   -6.2183  -4.09464
-6.41292   -5.65079  -3.64063
-6.3555   -5.36129  -3.40903
-6.2954   -4.93565  -3.06852
-6.26461   -4.75619  -2.92495
-6.23135   -4.50223  -2.72179
-6.18368   -4.16953  -2.45562
-6.11197   -3.75783  -2.12626
-6.08911   -3.50902  -1.92722
-6.0805   -3.51414  -1.93131
-6.10662   -3.62118  -2.01695
-6.03532   -3.2053  -1.68424
-6.02189   -3.13066  -1.62453
-5.93515   -2.59706  -1.19765
-5.97974   -2.85686  -1.40549
-5.99803   -2.91531  -1.45225
-5.90486   -2.31124  -0.968995
-5.91747   -2.34467  -0.995738
-5.88385   -2.13721  -0.829768
-5.83805   -1.85171  -0.601369
-5.90774   -2.2257  -0.900557
-5.95983   -2.45308  -1.08246
-5.98616   -2.65744  -1.24596
-6.00795   -2.80515  -1.36412
-5.97437   -2.61331  -1.21064
-6.00497   -2.77668  -1.34134
-6.05051   -3.02438  -1.5395
-6.0449   -2.79955  -1.35964
-5.97199   -2.45089  -1.08071
-5.93824   -2.29024  -0.952194
-5.97454   -2.57224  -1.17779
-5.95796   -2.36313  -1.0105
-5.84676   -1.79112  -0.552899
-5.69947   -1.06359  0.029125
-5.72783   -1.15953  -0.0476221
-5.78026   -1.41762  -0.254095
-5.69595   -1.18837  -0.0706932
-5.76988   -1.66575  -0.452597
-5.64817   -1.00435  0.0765179
-5.76444   -1.55833  -0.36666
-5.74279   -1.50553  -0.324422
-5.73271   -1.29957  -0.159659
-5.71164   -1.27909  -0.143272
-5.66073   -0.880419  0.175665
-5.69394   -1.07707  0.0183444
-5.74367   -1.3575  -0.205998
-5.76074   -1.47746  -0.301966
-5.73853   -1.29861  -0.158887
-5.763   -1.48675  -0.309399
-5.80568   -1.6811  -0.464878
-5.84859   -1.88188  -0.625503
-5.82821   -1.80312  -0.562495
-5.78776   -1.48643  -0.309142
-5.8083   -1.71303  -0.490421
-5.81491   -1.61953  -0.415622
-5.78681   -1.46628  -0.293025
-5.73094   -1.23925  -0.111397
-5.79188   -1.47807  -0.302454
-5.80498   -1.59696  -0.397572
-5.79834   -1.59747  -0.397974
-5.71663   -1.13028  -0.0242261
-5.88863   -2.04528  -0.756225
-5.80911   -1.55352  -0.36282
-5.82982   -1.67356  -0.458852
-5.72145   -1.02439  0.0604917
-5.77705   -1.35133  -0.20106
-5.77984   -1.32903  -0.183221
-5.73976   -1.22372  -0.0989795
-5.77237   -1.49644  -0.317155
-5.70878   -1.10644  -0.00515447
-5.72412   -1.06067  0.0314614
-5.72263   -1.12653  -0.021225
-5.60389   -0.54831  0.441352
-5.70286   -1.03851  0.0491955
-5.6967   -0.98578  0.0913764
-5.7413   -1.23499  -0.107994
-5.78602   -1.46822  -0.294577
-5.82824   -1.80903  -0.567222
-5.75515   -1.28095  -0.144757
-5.70649   -1.02869  0.0570468
-5.75282   -1.37385  -0.219082
-5.77414   -1.48268  -0.306145
-5.68185   -0.926842  0.138526
-5.69802   -1.03271  0.0538356
-5.70073   -1.11263  -0.0101018
-5.77425   -1.56898  -0.375184
-5.73516   -1.3349  -0.187918
-5.67926   -0.95316  0.117472
-5.63575   -0.778116  0.257507
-5.6194   -0.663693  0.349045
-5.71148   -1.1452  -0.0361615
-5.6337   -0.660109  0.351913
-5.69807   -1.01122  0.0710221
-5.69701   -1.04813  0.0414945
-5.74221   -1.30541  -0.164326
-5.75233   -1.35682  -0.205453
-5.72362   -1.31662  -0.173299
-5.68569   -1.11408  -0.011263
-5.69858   -1.13736  -0.0298917
-5.65704   -0.786497  0.250802
-5.67461   -0.864561  0.188351
-5.73699   -1.19635  -0.0770777
-5.6384   -0.637296  0.370163
-5.48896   0.143729  0.994983
-5.55587   -0.15435  0.75652
-5.51848   0.0396678  0.911734
-5.64386   -0.621218  0.383026
-5.5569   -0.101379  0.798897
-5.63486   -0.587399  0.410081
-5.67427   -0.767793  0.265766
-5.6454   -0.598827  0.400939
-5.58739   -0.387452  0.570038
-5.56027   -0.332591  0.613927
-5.53557   -0.050926  0.839259
-5.57885   -0.409146  0.552683
-5.53998   -0.0950938  0.803925
-5.44404   0.385599  1.18848
-5.55265   -0.0449859  0.844011
-5.5963   -0.31639  0.626888
-5.60185   -0.423881  0.540895
-5.62437   -0.523938  0.460849
-5.61603   -0.391308  0.566954
-5.59766   -0.343489  0.605209
-5.63519   -0.619029  0.384776
-5.63682   -0.652753  0.357798
-5.69983   -0.955517  0.115587
-5.78619   -1.48289  -0.306313
-5.69288   -0.9486  0.12112
-5.67883   -0.808666  0.233067
-5.70075   -0.771403  0.262878
-5.79535   -1.4624  -0.289917
-5.7865   -1.39541  -0.236327
-5.7804   -1.34804  -0.198435
-5.66129   -0.700024  0.31998
-5.6768   -0.713217  0.309426
-5.5805   -0.271784  0.662573
-5.68738   -0.829325  0.21654
-5.61836   -0.497849  0.481721
-5.52364   0.0682363  0.934589
-5.51858   0.120468  0.976374
-5.54973   -0.10411  0.796712
-5.55499   -0.104095  0.796724
-5.54705   -0.00364921  0.877081
-5.58376   -0.312628  0.629897
-5.63461   -0.533537  0.453171
-5.67443   -0.785462  0.25163
-5.67068   -0.744241  0.284607
-5.73533   -1.04042  0.0476604
-5.72166   -0.968914  0.104869
-5.71176   -0.962124  0.110301
-5.7167   -1.01114  0.0710868
-5.74235   -1.13479  -0.0278295
-5.69303   -0.784885  0.252092
-5.6942   -0.860582  0.191534
-5.66565   -0.700527  0.319578
-5.60166   -0.324329  0.620537
-5.61353   -0.398734  0.561012
-5.66237   -0.690983  0.327213
-5.61907   -0.518873  0.464902
-5.66777   -0.650388  0.359689
-5.66091   -0.713852  0.308918
-5.62442   -0.541998  0.446401
-5.57622   -0.30343  0.637256
-5.4732   0.334176  1.14734
-5.53589   -0.0917896  0.806568
-5.53612   0.0692623  0.93541
-5.54408   -0.0153157  0.867747
-5.52308   0.175078  1.02006
-5.53649   0.112934  0.970347
-5.60968   -0.268878  0.664898
-5.56046   -0.0527998  0.83776
-5.69451   -0.750655  0.279476
-5.68789   -0.670266  0.343787
-5.61988   -0.333572  0.613142
-5.59069   -0.117257  0.786195
-5.60251   -0.224628  0.700298
-5.61001   -0.348587  0.60113
-5.6546   -0.543372  0.445303
-5.54183   0.139021  0.991217
-5.61781   -0.345581  0.603535
-5.46384   0.534309  1.30745
-5.55016   0.0702568  0.936205
-5.57098   0.0198262  0.895861
-5.61116   -0.174446  0.740443
-5.54569   0.202994  1.0424
-5.64372   -0.318277  0.625379
-5.60312   -0.104102  0.796718
-5.49709   0.329442  1.14355
-5.48864   0.445537  1.23643
-5.43676   0.598613  1.35889
-5.54144   0.0220618  0.897649
-5.53286   0.0581113  0.926489
-5.53868   -0.0294671  0.856426
-5.60441   -0.411535  0.550772
-5.62978   -0.441284  0.526973
-5.65016   -0.473648  0.501082
-5.62137   -0.249521  0.680384
-5.6554   -0.442733  0.525814
-5.645   -0.343806  0.604955
-5.6382   -0.368246  0.585403
-5.59366   -0.165991  0.747207
-5.57492   -0.00691703  0.874466
-5.5887   -0.0267581  0.858594
-5.60789   -0.215226  0.707819
-5.72721   -0.904116  0.156707
-5.68759   -0.768134  0.265493
-5.66484   -0.656452  0.354838
-5.64757   -0.480307  0.495754
-5.6834   -0.622466  0.382027
-5.67254   -0.563718  0.429025
-5.66018   -0.388156  0.569475
-5.47796   0.603157  1.36253
-5.44875   0.703093  1.44247
-5.35128   1.19104  1.83283
-5.36423   1.25452  1.88362
-5.38803   1.12262  1.7781
-5.54533   0.108506  0.966805
-5.53118   0.179456  1.02356
-5.54476   0.0357392  0.908591
-5.49783   0.31065  1.12852
-5.41576   0.677057  1.42165
-5.45055   0.601872  1.3615
-5.39904   0.955437  1.64435
-5.41518   0.882532  1.58603
-5.46356   0.631576  1.38526
-5.37016   1.02418  1.69934
-5.40523   0.930085  1.62407
-5.39549   0.905481  1.60438
-5.47744   0.473752  1.259
-5.43468   0.653591  1.40287
-5.48384   0.459424  1.24754
-5.44137   0.642561  1.39405
-5.41625   0.77602  1.50082
-5.45188   0.599419  1.35954
-5.44195   0.632485  1.38599
-5.43157   0.756543  1.48523
-5.43475   0.666129  1.4129
-5.45646   0.59234  1.35387
-5.47326   0.414677  1.21174
-5.55268   0.0478191  0.918255
-5.49086   0.485683  1.26855
-5.50576   0.243234  1.07459
-5.48782   0.35124  1.16099
-5.42495   0.66857  1.41486
-5.40865   0.725  1.46
-5.52292   0.202375  1.0419
-5.55446   0.0376862  0.910149
-5.45745   0.587477  1.34998
-5.54254   0.155842  1.00467
-5.56108   0.04893  0.919144
-5.59373   -0.178951  0.736839
-5.50809   0.327514  1.14201
-5.47508   0.346036  1.15683
-5.4155   0.78018  1.50414
-5.50661   0.297822  1.11826
-5.48055   0.474018  1.25921
-5.54208   0.148032  0.998425
-5.55233   0.0197527  0.895802
-5.54069   0.0271367  0.901709
-5.53577   0.128929  0.983144
-5.54551   0.198417  1.03873
-5.49485   0.319116  1.13529
-5.49133   0.467753  1.2542
-5.53776   0.17542  1.02034
-5.54078   0.188694  1.03096
-5.47746   0.553086  1.32247
-5.51144   0.468191  1.25455
-5.54932   0.23073  1.06458
-5.51887   0.395393  1.19631
-5.50949   0.464172  1.25134
-5.45101   0.900524  1.60042
-5.47542   0.69952  1.43962
-5.4773   0.642026  1.39362
-5.39091   0.954547  1.64364
-5.43939   0.646673  1.39734
-5.4114   0.94012  1.6321
-5.38083   1.13963  1.79171
-5.42736   0.780448  1.50436
-5.39362   1.00829  1.68663
-5.47485   0.56248  1.32998
-5.4594   0.657081  1.40567
-5.46746   0.643101  1.39448
-5.43722   0.732739  1.46619
-5.4286   0.776792  1.50143
-5.48204   0.503896  1.28312
-5.46287   0.66079  1.40863
-5.55357   0.102749  0.962199
-5.49319   0.556299  1.32504
-5.48639   0.637271  1.38982
-5.50907   0.575517  1.34041
-5.5143   0.588435  1.35075
-5.47954   0.752417  1.48193
-5.48712   0.797551  1.51804
-5.48763   0.81851  1.53481
-5.47716   0.763563  1.49085
-5.52018   0.446137  1.23691
-5.49154   0.679953  1.42396
-5.52779   0.491307  1.27305
-5.51465   0.441874  1.2335
-5.47721   0.612307  1.36985
-5.41904   0.91898  1.61518
-5.42901   0.86902  1.57522
-5.50245   0.416727  1.21338
-5.44577   0.710217  1.44817
-5.43985   0.863302  1.57064
-5.3703   1.27486  1.89989
-5.24761   1.91321  2.41057
-5.32305   1.53407  2.10726
-5.40537   1.1116  1.76928
-5.39583   1.04905  1.71924
-5.46992   0.609285  1.36743
-5.52463   0.27211  1.09769
-5.55167   0.0848654  0.947892
-5.42997   0.756325  1.48506
-5.47058   0.676632  1.42131
-5.4393   0.822015  1.53761
-5.52002   0.289021  1.11122
-5.48092   0.416634  1.21331
-5.53287   0.240389  1.07231
-5.45406   0.677532  1.42203
-5.34365   1.28439  1.90751
-5.41998   0.747302  1.47784
-5.45823   0.502909  1.28233
-5.46441   0.338126  1.1505
-5.46469   0.500144  1.28012
-5.51489   0.350751  1.1606
-5.45271   0.681972  1.42558
-5.44591   0.736775  1.46942
-5.43267   0.684379  1.4275
-5.44519   0.729226  1.46338
-5.49741   0.423362  1.21869
-5.40446   0.850699  1.56056
-5.39621   0.883649  1.58692
-5.35616   1.14652  1.79722
-5.40331   0.820668  1.53653
-5.32139   1.22163  1.8573
-5.44807   0.592845  1.35428
-5.37482   0.957187  1.64575
-5.36859   0.969179  1.65534
-5.25219   1.68755  2.23004
-5.38454   0.995319  1.67626
-5.44867   0.649709  1.39977
-5.45053   0.58807  1.35046
-5.41947   0.77266  1.49813
-5.4382   0.715908  1.45273
-5.47431   0.558887  1.32711
-5.45352   0.674687  1.41975
-5.53228   0.27566  1.10053
-5.54191   0.255784  1.08463
-5.63533   -0.233173  0.693461
-5.70861   -0.716376  0.306899
-5.54867   0.0645573  0.931646
-5.59108   -0.131803  0.774558
-5.58672   -0.108459  0.793232
-5.61655   -0.334427  0.612459
-5.57994   -0.105536  0.795571
-5.60126   -0.242725  0.68582
-5.55657   0.00347036  0.882776
-5.52732   0.160856  1.00868
-5.51925   0.30412  1.1233
-5.65079   -0.485803  0.491358
-5.58135   -0.102538  0.797969
-5.6056   -0.274235  0.660612
-5.56712   -0.212032  0.710375
-5.4973   0.122269  0.977815
-5.56497   -0.193396  0.725283
-5.62463   -0.531263  0.45499
-5.46822   0.315127  1.1321
-5.45612   0.475035  1.26003
-5.52368   0.0886794  0.950944
-5.45486   0.521361  1.29709
-5.48477   0.36325  1.1706
-5.42813   0.620442  1.37635
-5.54722   0.0376735  0.910139
-5.68171   -0.842183  0.206254
-5.7206   -0.996826  0.0825394
-5.64728   -0.581021  0.415183
-5.61967   -0.339789  0.608169
-5.59878   -0.314323  0.628542
-5.62135   -0.370288  0.58377
-5.55247   0.0998397  0.959872
-5.48867   0.563017  1.33041
-5.55988   0.0296554  0.903724
-5.51125   0.260922  1.08874
-5.56021   -0.0641035  0.828717
-5.55703   -0.050522  0.839582
