Cumulative mean, Cumulative mean squared, error
0.99885 0.997701 0
0.999152 0.998306 0.000302791
0.999589 0.999178 0.000470239
0.999664 0.999328 0.000340844
0.999803 0.999607 0.000298483
0.999374 0.99875 0.000493223
0.999871 0.999745 0.00064871
0.999628 0.999259 0.000612251
0.999453 0.998908 0.000567656
0.999442 0.998888 0.000507831
0.999415 0.998832 0.000460173
0.999464 0.99893 0.000422929
0.999555 0.999111 0.000399445
0.999537 0.999077 0.000370214
0.999524 0.999051 0.000344897
0.999451 0.998903 0.000330914
0.999493 0.998988 0.00031372
0.999622 0.999247 0.000322788
0.999702 0.999406 0.000315498
0.999694 0.999391 0.000299399
0.999723 0.999448 0.000286237
0.999696 0.999395 0.00027423
0.999665 0.999332 0.000263893
0.999639 0.999279 0.000254024
0.999651 0.999304 0.000243955
0.999593 0.999188 0.00024141
0.99951 0.999021 0.000246907
0.999481 0.998963 0.00023966
0.999515 0.999033 0.000233817
0.999543 0.999087 0.000227538
0.999617 0.999235 0.000232127
0.999654 0.999311 0.000227917
0.999663 0.999327 0.000221058
0.99969 0.999381 0.000216179
0.999707 0.999415 0.000210572
0.999729 0.99946 0.00020587
0.99974 0.999481 0.000200525
0.9998 0.999602 0.000204234
0.999792 0.999586 0.000199088
0.999802 0.999605 0.000194277
0.999813 0.999627 0.000189811
0.999808 0.999617 0.000185298
0.99974 0.999483 0.000193134
0.999768 0.999537 0.000190624
0.999737 0.999475 0.000188904
0.999743 0.999488 0.000184865
0.99977 0.999542 0.000182947
0.999815 0.999632 0.000184678
0.999823 0.999648 0.000181045
0.999788 0.999578 0.000180799
0.999779 0.999559 0.000177479
0.999777 0.999555 0.000174043
0.999749 0.9995 0.000172951
0.999777 0.999555 0.000171922
0.999725 0.999452 0.000176482
0.999753 0.999508 0.000175538
0.999749 0.9995 0.000172481
0.999764 0.999529 0.000170117
0.999778 0.999558 0.000167823
0.999779 0.99956 0.000165006
0.999778 0.999557 0.000162283
0.99981 0.999622 0.000162832
0.99979 0.999582 0.000161454
0.999762 0.999526 0.000161346
0.999751 0.999503 0.000159266
0.999734 0.999469 0.000157762
0.999733 0.999469 0.00015539
0.999727 0.999456 0.000153218
0.999725 0.999452 0.000150994
0.999736 0.999474 0.000149219
0.999737 0.999475 0.000147104
0.999753 0.999508 0.00014602
0.999737 0.999477 0.000144886
0.999732 0.999466 0.000143014
0.999748 0.999498 0.000142023
0.99977 0.999542 0.000141795
0.999807 0.999615 0.000144639
0.999799 0.9996 0.000142966
0.999786 0.999574 0.000141718
0.999782 0.999565 0.000140014
0.999806 0.999613 0.000140318
0.999795 0.999591 0.000139012
0.999805 0.999612 0.000137716
0.999789 0.999581 0.00013697
0.999796 0.999594 0.000135506
0.999785 0.999572 0.000134368
0.999776 0.999553 0.000133126
0.999799 0.9996 0.000133646
0.999835 0.999673 0.000137019
0.999859 0.99972 0.000137561
0.999842 0.999685 0.000137187
0.999842 0.999685 0.000135688
0.999843 0.999688 0.00013423
0.999851 0.999703 0.000133006
0.99984 0.999681 0.000132055
0.999827 0.999656 0.00013127
0.99983 0.999662 0.000129938
0.999848 0.999698 0.000129872
0.999863 0.999728 0.000129447
0.999857 0.999715 0.00012833
