1.50099   0   
1.49237   0.00862039   
1.4905   0.00531528   
1.49701   0.00751207   
1.49925   0.00623581   
1.49962   0.00510517   
1.4972   0.00495008   
1.49695   0.00429407   
1.49826   0.00400924   
1.49715   0.00375515   
1.4978   0.00345897   
1.49917   0.00343929   
1.49735   0.00364738   
1.49654   0.00347191   
1.49781   0.00347111   
1.49828   0.00328082   
1.4971   0.00329885   
1.49731   0.00311703   
1.49828   0.00310355   
1.49846   0.00295015   
1.49889   0.00283853   
1.49932   0.00273975   
1.49919   0.00262121   
1.4992   0.00250965   
1.49835   0.00255314   
1.49847   0.00245613   
1.49828   0.00237115   
1.49889   0.00236529   
1.49834   0.00234775   
1.49845   0.00227047   
1.49855   0.00219822   
1.49816   0.00216343   
1.49818   0.00209694   
1.49806   0.00203792   
1.49823   0.00198633   
1.49868   0.00198239   
1.49911   0.00197518   
1.49908   0.00192273   
1.49926   0.00188127   
1.49879   0.00189342   
1.49861   0.00185527   
1.49821   0.00185424   
1.49783   0.00184969   
1.49786   0.0018074   
1.49796   0.00176941   
1.49831   0.00176649   
1.49868   0.00176674   
1.49908   0.00177614   
1.49878   0.00176523   
1.49873   0.00173024   
1.49922   0.00176401   
1.49948   0.00174975   
1.49976   0.00173952   
1.49971   0.00170776   
1.49965   0.00167766   
1.49974   0.00165016   
1.49959   0.00162844   
1.49999   0.00165097   
1.49971   0.00164666   
1.49989   0.00162888   
1.49984   0.00160286   
1.49979   0.00157759   
1.49975   0.00155275   
1.49964   0.00153237   
1.49951   0.00151478   
1.49945   0.00149256   
1.49952   0.0014715   
1.49973   0.00146596   
1.49936   0.00149249   
1.49975   0.00152167   
1.49986   0.0015044   
1.50001   0.00149059   
1.50021   0.00148383   
1.50046   0.00148414   
1.50032   0.0014708   
1.50039   0.00145318   
1.50026   0.00144048   
1.50024   0.00142195   
1.50017   0.00140566   
1.50011   0.00138932   
1.50015   0.00137259   
1.49997   0.00136814   
1.49987   0.00135468   
1.49977   0.00134248   
1.49988   0.00133152   
1.49968   0.00133152   
1.49945   0.00133638   
1.49937   0.00132378   
1.49941   0.00130957   
1.49947   0.00129651   
1.49963   0.00129184   
1.4997   0.0012797   
1.49966   0.00126657   
1.49995   0.00128716   
1.49994   0.00127368   
1.49977   0.00127157   
1.49997   0.00127507   
1.49981   0.00127228   
1.49968   0.00126605   
1.49976   0.00125608   
