1.51228   0   
1.50309   0.00919651   
1.51033   0.00897652   
1.51396   0.00731639   
1.51203   0.00598693   
1.50933   0.00558791   
1.51029   0.00481907   
1.50621   0.00583473   
1.50607   0.00514766   
1.50499   0.00472953   
1.50261   0.00489605   
1.50449   0.00484984   
1.50349   0.00457197   
1.50247   0.00435433   
1.50328   0.00413497   
1.50323   0.00386823   
1.50286   0.00365281   
1.50256   0.00345696   
1.50127   0.00351587   
1.50137   0.00333714   
1.50135   0.00317434   
1.50188   0.00307269   
1.50155   0.00295457   
1.50107   0.00286842   
1.50095   0.00275418   
1.50091   0.00264643   
1.50088   0.00254665   
1.50115   0.00246835   
1.5004   0.00249653   
1.50066   0.00242544   
1.501   0.00237029   
1.50155   0.00236136   
1.50169   0.00229285   
1.50138   0.00224543   
1.50088   0.0022371   
1.50071   0.0021805   
1.50051   0.00213097   
1.50051   0.00207413   
1.50032   0.0020288   
1.50055   0.00199081   
1.50077   0.00195401   
1.50028   0.00196912   
1.50015   0.00192708   
1.4999   0.00189975   
1.49954   0.001891   
1.49977   0.00186405   
1.49949   0.00184671   
1.4993   0.00181744   
1.49933   0.00178017   
1.49935   0.0017444   
1.49917   0.00171951   
1.4994   0.00170228   
1.49928   0.00167483   
1.4991   0.00165281   
1.49908   0.0016226   
1.49893   0.0016005   
1.49903   0.00157521   
1.4991   0.00154932   
1.4992   0.0015263   
1.49928   0.0015028   
1.4991   0.00148917   
1.49894   0.00147391   
1.4991   0.00146015   
1.49881   0.00146768   
1.49876   0.0014458   
1.49884   0.00142603   
1.49933   0.00148829   
1.49955   0.00148228   
1.49985   0.00149196   
1.5002   0.00151252   
1.50027   0.00149229   
1.50028   0.00147148   
1.50035   0.00145316   
1.50029   0.0014348   
1.50025   0.00141617   
1.5001   0.00140493   
1.50003   0.00138871   
1.50011   0.00137327   
1.50012   0.00135582   
1.5003   0.00135047   
1.50043   0.00134043   
1.50055   0.00132972   
1.50043   0.00131911   
1.50055   0.00130832   
1.50053   0.00129292   
1.50037   0.00128808   
1.5003   0.00127526   
1.50021   0.00126405   
1.50012   0.00125308   
1.50038   0.00126643   
1.50015   0.00127283   
1.50021   0.00126057   
1.5001   0.00125184   
1.49998   0.00124454   
1.50012   0.00123895   
1.49997   0.00123432   
1.50014   0.0012332   
1.50036   0.00124017   
1.50034   0.00122772   
1.50038   0.001216   
