5.00386   0   
5.00875   0.00489388   
5.01962   0.0112295   
5.01618   0.00865404   
5.02448   0.0106704   
5.0215   0.00920797   
5.02442   0.00831017   
5.02156   0.00774348   
5.02075   0.00687692   
5.02086   0.00615197   
5.0184   0.00608377   
5.0137   0.0072786   
5.01785   0.00787734   
5.01988   0.00757023   
5.02025   0.00705728   
5.02259   0.00700266   
5.01999   0.0070716   
5.02231   0.00706063   
5.02162   0.00671494   
5.01804   0.00730765   
5.01821   0.00695316   
5.01639   0.00687673   
5.01523   0.006671   
5.01861   0.00722483   
5.01933   0.00696653   
5.01757   0.00692005   
5.01821   0.00668952   
5.01832   0.00644714   
5.01756   0.00626744   
5.01736   0.00605798   
5.01669   0.00589842   
5.01617   0.00573484   
5.01564   0.00558301   
5.01365   0.00577228   
5.01332   0.00561412   
5.01267   0.0054954   
5.01254   0.0053463   
5.01248   0.00520408   
5.01128   0.00520926   
5.01029   0.00517159   
5.00963   0.00508749   
5.01072   0.00508299   
5.01014   0.00499733   
5.00909   0.0049942   
5.00818   0.00496556   
5.00824   0.00485678   
5.00805   0.00475609   
5.00753   0.00468436   
5.00772   0.00459154   
5.00753   0.00450276   
5.00639   0.00455913   
5.00627   0.00447218   
5.00579   0.00441265   
5.00557   0.00433585   
5.00544   0.0042584   
5.00512   0.00419366   
5.00426   0.0042084   
5.00542   0.00429396   
5.00448   0.00432312   
5.0045   0.00425048   
5.00366   0.00426202   
5.00415   0.00422109   
5.00387   0.00416319   
5.00342   0.00412228   
5.00275   0.00411351   
5.00273   0.00405074   
5.00258   0.00399263   
5.00213   0.00395878   
5.00205   0.00390179   
5.00204   0.00384566   
5.00212   0.00379181   
5.00242   0.00375094   
5.00143   0.00382969   
5.00144   0.00377761   
5.00105   0.00374704   
5.00165   0.0037448   
5.00196   0.0037086   
5.00192   0.0036609   
5.0027   0.00369752   
5.00302   0.00366468   
5.00318   0.00362286   
5.00309   0.0035795   
5.00317   0.003537   
5.00285   0.00350934   
5.00298   0.0034704   
5.00279   0.00343529   
5.00238   0.00342001   
5.00246   0.00338176   
5.00281   0.00336242   
5.00329   0.00335857   
5.00292   0.00334217   
5.00302   0.00330739   
5.00263   0.00329578   
5.00263   0.00326054   
5.00298   0.00324515   
5.00329   0.0032258   
5.00287   0.00322055   
5.00271   0.00319144   
5.0027   0.00315905   
5.0026   0.00312889   
