0 0 0
0.064633 0 0
0.129266 0 0
0.193899 0 0
0.258532 0 0
0.323165 0 0
0.387798 0 0
0.452431 0 0
0.517064 0 0
0.581697 0 0
0.64633 0 0
0.710963 0 0
0.775596 0 0
0.84023 0.00110158 0.000110158
0.904863 0.146509 0.0146509
0.969496 1.06706 0.106706
1.03413 2.05546 0.205546
1.09876 2.27457 0.227457
1.16339 2.08133 0.208133
1.22803 1.83224 0.183224
1.29266 1.60553 0.160553
1.35729 1.45661 0.145661
1.42193 1.33302 0.133302
1.48656 1.24335 0.124335
1.55119 1.18816 0.118816
1.61583 1.14124 0.114124
1.68046 1.1103 0.11103
1.74509 1.08438 0.108438
1.80973 1.06856 0.106856
1.87436 1.06678 0.106678
1.93899 1.06116 0.106116
2.00362 1.05798 0.105798
2.06826 1.05507 0.105507
2.13289 1.05343 0.105343
2.19752 1.04768 0.104768
2.26216 1.04426 0.104426
2.32679 1.03892 0.103892
2.39142 1.03167 0.103167
2.45606 1.02866 0.102866
2.52069 1.01975 0.101975
2.58532 1.01654 0.101654
2.64995 1.01244 0.101244
2.71459 1.00641 0.100641
2.77922 1.00694 0.100694
2.84385 1.00405 0.100405
2.90849 1.00296 0.100296
2.97312 1.0003 0.10003
3.03775 1.00375 0.100375
3.10239 0.99726 0.099726
3.16702 0.997945 0.0997945
3.23165 0.997359 0.0997359
3.29629 0.993371 0.0993371
3.36092 0.994313 0.0994313
3.42555 0.994214 0.0994214
3.49018 0.992356 0.0992356
3.55482 0.991015 0.0991015
3.61945 0.994132 0.0994132
3.68408 0.990534 0.0990534
3.74872 0.991146 0.0991146
3.81335 0.989166 0.0989166
3.87798 0.987885 0.0987885
3.94262 0.98896 0.098896
4.00725 0.989847 0.0989847
4.07188 0.988761 0.0988761
4.13651 0.988587 0.0988587
4.20115 0.987507 0.0987507
4.26578 0.986922 0.0986922
4.33041 0.988462 0.0988462
4.39505 0.986509 0.0986509
4.45968 0.986974 0.0986974
4.52431 0.98863 0.098863
4.58895 0.987287 0.0987287
4.65358 0.987752 0.0987752
4.71821 0.986427 0.0986427
4.78285 0.986343 0.0986343
4.84748 0.987269 0.0987269
4.91211 0.987429 0.0987429
4.97674 0.986706 0.0986706
5.04138 0.986192 0.0986192
5.10601 0.985447 0.0985447
5.17064 0.984226 0.0984226
5.23528 0.986771 0.0986771
5.29991 0.985764 0.0985764
5.36454 0.984632 0.0984632
5.42918 0.986362 0.0986362
5.49381 0.986383 0.0986383
5.55844 0.986066 0.0986066
5.62307 0.985681 0.0985681
5.68771 0.98604 0.098604
5.75234 0.985873 0.0985873
5.81697 0.986037 0.0986037
5.88161 0.986941 0.0986941
5.94624 0.986472 0.0986472
6.01087 0.984968 0.0984968
6.07551 0.986108 0.0986108
6.14014 0.98686 0.098686
6.20477 0.986466 0.0986466
6.2694 0.986647 0.0986647
6.33404 0.984917 0.0984917
6.39867 0.98438 0.098438
