-4.4939022   0   2.8966941   0   -1.5972081   0   1.9311294   0   
-4.4374892   0.05641299   2.8401807   0.056513406   -1.5973085   0.00010041549   1.8934538   0.037675604   
-4.4167256   0.038625626   2.819275   0.038750935   -1.5974505   0.00015335847   1.8795167   0.025833957   
-4.4217867   0.027777414   2.8245084   0.027896342   -1.5972783   0.00020353876   1.8830056   0.018597562   
-4.378791   0.048078902   2.7816985   0.047954261   -1.5970925   0.00024367437   1.8544657   0.031969507   
-4.3342434   0.059376271   2.7374154   0.059110657   -1.596828   0.00033094315   1.8249436   0.039407104   
-4.3330493   0.050196313   2.7365556   0.049965021   -1.5964937   0.00043586127   1.8243704   0.033310014   
-4.3401409   0.044045923   2.7437629   0.043867101   -1.5963781   0.00039479467   1.8291752   0.029244734   
-4.3414553   0.038867083   2.7453048   0.038717862   -1.5961505   0.0004159463   1.8302032   0.025811908   
-4.3516612   0.036230934   2.7556769   0.036150225   -1.5959843   0.00040746991   1.8371179   0.02410015   
-4.361075   0.034097382   2.7653126   0.034089284   -1.5957624   0.00043022264   1.8435418   0.022726189   
-4.3684208   0.031981547   2.7728115   0.03200987   -1.5956093   0.00042152133   1.848541   0.021339913   
-4.3716611   0.029596655   2.7761612   0.029634722   -1.5954999   0.00040288884   1.8507741   0.019756481   
-4.3734249   0.027457889   2.7779519   0.027494796   -1.595473   0.00037396966   1.8519679   0.018329864   
-4.3710955   0.025667814   2.7756363   0.025700789   -1.5954592   0.00034841827   1.8504242   0.017133859   
-4.3699624   0.024036766   2.7744159   0.024071843   -1.5955465   0.00033739395   1.8496106   0.016047895   
-4.3573802   0.025847747   2.7617944   0.025895658   -1.5955858   0.0003193518   1.8411963   0.017263772   
-4.3518523   0.02498858   2.7562911   0.025027234   -1.5955613   0.00030208329   1.8375274   0.016684822   
-4.3501571   0.023697545   2.7546523   0.023730043   -1.5955047   0.00029128207   1.8364349   0.015820029   
-4.346372   0.022797877   2.751042   0.022799956   -1.59533   0.00032695259   1.834028   0.015199971   
-4.3357947   0.024127235   2.7405544   0.024089808   -1.5952402   0.00032368365   1.8270363   0.016059872   
-4.3352582   0.023010669   2.7401562   0.022972183   -1.5951021   0.00033813601   1.8267708   0.015314788   
-4.3391071   0.022321791   2.7440816   0.022298908   -1.5950256   0.00033203532   1.8293877   0.014865939   
-4.3396509   0.021378405   2.7446645   0.021357537   -1.5949864   0.0003203029   1.8297764   0.014238358   
-4.3475137   0.021961251   2.7525366   0.02194591   -1.5949771   0.00030736556   1.8350244   0.014630607   
-4.3548167   0.022327783   2.7599353   0.022345372   -1.5948813   0.00031043888   1.8399569   0.014896915   
-4.3564613   0.021547774   2.7617174   0.021575565   -1.5947439   0.00032880868   1.8411449   0.01438371   
-4.3542806   0.020878155   2.7596412   0.020894138   -1.5946393   0.00033366194   1.8397608   0.013929425   
-4.3536467   0.020155329   2.759074   0.020168758   -1.5945727   0.00032877758   1.8393827   0.013445839   
-4.3566161   0.019697013   2.7620796   0.019715312   -1.5945366   0.00031967557   1.8413864   0.013143541   
-4.3566963   0.019051202   2.7621943   0.019069077   -1.594502   0.00031111707   1.8414629   0.012712718   
-4.3533507   0.018747187   2.7589344   0.018749128   -1.5944163   0.0003131889   1.8392896   0.012499419   
-4.3522675   0.018202472   2.7579858   0.018196836   -1.5942817   0.00033206223   1.8386572   0.012131224   
-4.3568774   0.018250782   2.762697   0.018271354   -1.5941804   0.00033770582   1.841798   0.012180903   
-4.3638223   0.019033914   2.769739   0.01908811   -1.5940833   0.00034197964   1.8464927   0.012725406   
-4.3647079   0.018518825   2.7707447   0.018577547   -1.5939632   0.00035337071   1.8471631   0.012385031   
-4.3616348   0.018271657   2.7677868   0.01830898   -1.5938479   0.00036251004   1.8451912   0.012205987   
-4.3646307   0.018034906   2.7708602   0.018083731   -1.5937705   0.00036124118   1.8472401   0.012055821   
-4.3656199   0.017594215   2.771867   0.017642693   -1.5937529   0.0003522979   1.8479113   0.011761796   
-4.3674431   0.017245371   2.7736864   0.01729195   -1.5937567   0.00034339926   1.8491242   0.011527967   
-4.3694143   0.016934606   2.7756553   0.016979462   -1.593759   0.00033492675   1.8504368   0.011319641   
-4.3669072   0.016715563   2.7731757   0.016754756   -1.5937315   0.0003280076   1.8487838   0.011169837   
